Account,,,,,,,
,coverage,column,Coverage,hide,BackboneElement,,"The party(s) that are responsible for covering the payment of this account, and what order should they be applied to the account"
,description,column,Description,show,string,,"Explanation of purpose/use"
,guarantor,column,Guarantor,hide,BackboneElement,,"The parties ultimately responsible for balancing the Account"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Account number"
,identifier,column,Identifier,show,Identifier,,"Account number"
,name,"search parameter",name,show,string,,"Human-readable label"
,name,column,Name,show,string,,"Human-readable label"
,owner,"search parameter",owner,show,reference,,"Entity managing the Account"
,owner,column,Owner,show,Reference,,"Entity managing the Account"
,partOf,column,"Part Of",show,Reference,,"Reference to a parent Account"
,patient,"search parameter",patient,show,Patient,,"The entity that caused the expenses"
,period,"search parameter",period,show,date,,"Transaction window"
,servicePeriod,column,"Service Period",show,Period,,"Transaction window"
,status,column,Status,show,code,,"active | inactive | entered-in-error | on-hold | unknown"
,status,"search parameter",status,show,code,,"active | inactive | entered-in-error | on-hold | unknown"
,subject,column,Subject,show,Reference,,"The entity that caused the expenses"
,subject,"search parameter",subject,show,reference,,"The entity that caused the expenses"
,type,column,Type,show,CodeableConcept,,"E.g. patient, expense, depreciation"
,type,"search parameter",type,show,CodeableConcept,,"E.g. patient, expense, depreciation"
AdverseEvent,,,,,,,
,actuality,"search parameter",actuality,show,code,,"actual | potential"
,actuality,column,Actuality,show,code,,"actual | potential"
,category,column,Category,show,CodeableConcept,,"product-problem | product-quality | product-use-error | wrong-dose | incorrect-prescribing-information | wrong-technique | wrong-route-of-administration | wrong-rate | wrong-duration | wrong-time | expired-drug | medical-device-use-error | problem-different-manufacturer | unsafe-physical-environment"
,category,"search parameter",category,show,CodeableConcept,,"product-problem | product-quality | product-use-error | wrong-dose | incorrect-prescribing-information | wrong-technique | wrong-route-of-administration | wrong-rate | wrong-duration | wrong-time | expired-drug | medical-device-use-error | problem-different-manufacturer | unsafe-physical-environment"
,contributor,column,Contributor,show,Reference,,"Who  was involved in the adverse event or the potential adverse event"
,date,column,Date,show,dateTime,,"When the event occurred"
,date,"search parameter",date,show,date,,"When the event occurred"
,detected,column,Detected,show,dateTime,,"When the event was detected"
,encounter,column,Encounter,show,Reference,,"Encounter created as part of"
,event,"search parameter",event,show,CodeableConcept,,"Type of the event itself in relation to the subject"
,event,column,Event,show,CodeableConcept,,"Type of the event itself in relation to the subject"
,id,column,Id,show,string,,
,identifier,column,Identifier,show,Identifier,,"Business identifier for the event"
,location,column,Location,show,Reference,,"Location where adverse event occurred"
,location,"search parameter",location,show,reference,,"Location where adverse event occurred"
,outcome,column,Outcome,show,CodeableConcept,,"resolved | recovering | ongoing | resolvedWithSequelae | fatal | unknown"
,recordedDate,column,"Recorded Date",show,dateTime,,"When the event was recorded"
,recorder,column,Recorder,show,Reference,,"Who recorded the adverse event"
,recorder,"search parameter",recorder,show,reference,,"Who recorded the adverse event"
,referenceDocument,column,"Reference Document",show,Reference,,AdverseEvent.referenceDocument
,resultingcondition,"search parameter",resultingcondition,show,reference,,"Effect on the subject due to this event"
,resultingCondition,column,"Resulting Condition",show,Reference,,"Effect on the subject due to this event"
,seriousness,column,Seriousness,show,CodeableConcept,,"Seriousness of the event"
,seriousness,"search parameter",seriousness,show,CodeableConcept,,"Seriousness of the event"
,severity,column,Severity,show,CodeableConcept,,"mild | moderate | severe"
,severity,"search parameter",severity,show,CodeableConcept,,"mild | moderate | severe"
,study,column,Study,show,Reference,,AdverseEvent.study
,study,"search parameter",study,show,reference,,AdverseEvent.study
,subject,column,Subject,show,Reference,,"Subject impacted by event"
,subject,"search parameter",subject,show,reference,,"Subject impacted by event"
,subjectMedicalHistory,column,"Subject Medical History",show,Reference,,AdverseEvent.subjectMedicalHistory
,substance,"search parameter",substance,show,reference,,"Refers to the specific entity that caused the adverse event"
,suspectEntity,column,"Suspect Entity",hide,BackboneElement,,"The suspected agent causing the adverse event"
CarePlan,,,,,,,
,activity,column,Activity,hide,BackboneElement,,"Action to occur as part of plan"
,activity-code,"search parameter",activity-code,show,CodeableConcept,,"Detail type of activity"
,activity-date,"search parameter",activity-date,show,date,,"Specified date occurs within period specified by CarePlan.activity.detail.scheduled[x]"
,activity-reference,"search parameter",activity-reference,show,reference,,"Activity details defined in specific resource"
,addresses,column,Addresses,show,Reference,,"Health issues this plan addresses"
,author,column,Author,show,Reference,,"Who is the designated responsible party"
,based-on,"search parameter",based-on,show,reference,,"Fulfills CarePlan"
,basedOn,column,"Based On",show,Reference,,"Fulfills CarePlan"
,care-team,"search parameter",care-team,show,reference,,"Who's involved in plan?"
,careTeam,column,"Care Team",show,Reference,,"Who's involved in plan?"
,category,column,Category,show,CodeableConcept,,"Type of plan"
,category,"search parameter",category,show,CodeableConcept,,"Type of plan"
,condition,"search parameter",condition,show,reference,,"Health issues this plan addresses"
,contributor,column,Contributor,show,Reference,,"Who provided the content of the care plan"
,created,column,Created,show,dateTime,,"Date record was first recorded"
,date,"search parameter",date,show,date,,"Time period plan covers"
,description,column,Description,show,string,,"Summary of nature of plan"
,encounter,column,Encounter,show,Reference,,"Encounter created as part of"
,encounter,"search parameter",encounter,show,reference,,"Encounter created as part of"
,goal,"search parameter",goal,show,reference,,"Desired outcome of plan"
,goal,column,Goal,show,Reference,,"Desired outcome of plan"
,id,column,Id,show,string,,
,identifier,column,Identifier,show,Identifier,,"External Ids for this plan"
,identifier,"search parameter",identifier,show,Identifier,,"External Ids for this plan"
,instantiates-canonical,"search parameter",instantiates-canonical,show,reference,,"Instantiates FHIR protocol or definition"
,instantiates-uri,"search parameter",instantiates-uri,show,uri,,"Instantiates external protocol or definition"
,instantiatesCanonical,column,"Instantiates Canonical",show,canonical,,"Instantiates FHIR protocol or definition"
,instantiatesUri,column,"Instantiates Uri",show,uri,,"Instantiates external protocol or definition"
,intent,column,Intent,show,code,,"proposal | plan | order | option"
,intent,"search parameter",intent,show,code,,"proposal | plan | order | option"
,note,column,Note,hide,Annotation,,"Comments about the plan"
,part-of,"search parameter",part-of,show,reference,,"Part of referenced CarePlan"
,partOf,column,"Part Of",show,Reference,,"Part of referenced CarePlan"
,patient,"search parameter",patient,show,Patient,,"Who the care plan is for"
,performer,"search parameter",performer,show,reference,,"Matches if the practitioner is listed as a performer in any of the ""simple"" activities.  (For performers of the detailed activities, chain through the activitydetail search parameter.)"
,period,column,Period,show,Period,,"Time period plan covers"
,replaces,column,Replaces,show,Reference,,"CarePlan replaced by this CarePlan"
,replaces,"search parameter",replaces,show,reference,,"CarePlan replaced by this CarePlan"
,status,"search parameter",status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,status,column,Status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,subject,column,Subject,show,Reference,,"Who the care plan is for"
,subject,"search parameter",subject,show,reference,,"Who the care plan is for"
,supportingInfo,column,"Supporting Info",show,Reference,,"Information considered as part of plan"
,title,column,Title,show,string,,"Human-friendly name for the care plan"
CareTeam,,,,,,,
,category,column,Category,show,CodeableConcept,,"Type of team"
,category,"search parameter",category,show,CodeableConcept,,"Type of team"
,date,"search parameter",date,show,date,,"Time period team covers"
,encounter,"search parameter",encounter,show,reference,,"Encounter created as part of"
,encounter,column,Encounter,show,Reference,,"Encounter created as part of"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"External Ids for this team"
,identifier,column,Identifier,show,Identifier,,"External Ids for this team"
,managingOrganization,column,"Managing Organization",show,Reference,,"Organization responsible for the care team"
,name,column,Name,show,string,,"Name of the team, such as crisis assessment team"
,note,column,Note,hide,Annotation,,"Comments made about the CareTeam"
,participant,column,Participant,hide,BackboneElement,,"Members of the team"
,participant,"search parameter",participant,show,reference,,"Who is involved"
,patient,"search parameter",patient,show,Patient,,"Who care team is for"
,period,column,Period,show,Period,,"Time period team covers"
,reasonCode,column,"Reason Code",show,CodeableConcept,,"Why the care team exists"
,reasonReference,column,"Reason Reference",show,Reference,,"Why the care team exists"
,status,"search parameter",status,show,code,,"proposed | active | suspended | inactive | entered-in-error"
,status,column,Status,show,code,,"proposed | active | suspended | inactive | entered-in-error"
,subject,"search parameter",subject,show,reference,,"Who care team is for"
,subject,column,Subject,show,Reference,,"Who care team is for"
,telecom,column,Telecom,show,ContactPoint,,"A contact detail for the care team (that applies to all members)"
ChargeItem,,,,,,,
,account,"search parameter",account,show,reference,,"Account to place this charge"
,account,column,Account,show,Reference,,"Account to place this charge"
,bodysite,column,Bodysite,show,CodeableConcept,,"Anatomical location, if relevant"
,code,"search parameter",code,show,CodeableConcept,,"A code that identifies the charge, like a billing code"
,code,column,Code,show,CodeableConcept,,"A code that identifies the charge, like a billing code"
,context,column,Context,show,Reference,,"Encounter / Episode associated with event"
,context,"search parameter",context,show,reference,,"Encounter / Episode associated with event"
,costCenter,column,"Cost Center",show,Reference,,"Organization that has ownership of the (potential, future) revenue"
,definitionCanonical,column,"Definition Canonical",show,canonical,,"Resource defining the code of this ChargeItem"
,definitionUri,column,"Definition Uri",show,uri,,"Defining information about the code of this charge item"
,entered-date,"search parameter",entered-date,show,date,,"Date the charge item was entered"
,enteredDate,column,"Entered Date",show,dateTime,,"Date the charge item was entered"
,enterer,"search parameter",enterer,show,reference,,"Individual who was entering"
,enterer,column,Enterer,show,Reference,,"Individual who was entering"
,factor-override,"search parameter",factor-override,show,number,,"Factor overriding the associated rules"
,factorOverride,column,"Factor Override",show,decimal,,"Factor overriding the associated rules"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Business Identifier for item"
,identifier,column,Identifier,show,Identifier,,"Business Identifier for item"
